assembly Constituency,Candidate Name,Party,Status,Votes,Margin,state
Parvathipuram (12),POTNURU KIRAN KUMAR(RAJ KIRAN),Jai Bharat National Party,lost,299,( -83606),andraprdesh
Parvathipuram (12),NOTA,None of the Above,,3465,( -80440),andraprdesh
Salur (13),GUMMIDI SANDHYARANI,Telugu Desam,won,80211,(+ 13733),andraprdesh
Salur (13),RAJANNA DORA PEEDIKA,Yuvajana Sramika Rythu Congress Party,lost,66478,( -13733),andraprdesh
Salur (13),MUVVALA PUSPHARAO,Indian National Congress,lost,2239,( -77972),andraprdesh
Salur (13),MUVVALA GNANAPRAKASAM,Bahujan Samaj Party,lost,1372,( -78839),andraprdesh
Salur (13),KELLA MURALI,Independent,lost,877,( -79334),andraprdesh
Salur (13),PUSURU SAI,Samajwadi Party,lost,749,( -79462),andraprdesh
Salur (13),KANCHURI BANGARU RAJU,Independent,lost,686,( -79525),andraprdesh
Salur (13),NOTA,None of the Above,,5743,( -74468),andraprdesh
Bobbili(14),R.V.S.K.K.RANGA RAO @ BABYNAYANA,Telugu Desam,won,112366,(+ 44648),andraprdesh
Bobbili(14),VENKATA CHINA APPALA NAIDU SAMBANGI,Yuvajana Sramika Rythu Congress Party,lost,67718,( -44648),andraprdesh
Bobbili(14),MARIPI VIDYASAGAR (VINAY),Indian National Congress,lost,4782,( -107584),andraprdesh
Bobbili(14),SAVALAPURAM RAMANA,Bahujan Samaj Party,lost,599,( -111767),andraprdesh
Bobbili(14),PRASANTH AKETI,Independent,lost,330,( -112036),andraprdesh
Bobbili(14),MARRAPU BHANU MURTY.,Independent,lost,259,( -112107),andraprdesh
Bobbili(14),MARADANA. VENKATA NAIDU,Jaibhim Rao Bharat Party,lost,234,( -112132),andraprdesh
Bobbili(14),KIRAN KUMAR. REDDY,Samajwadi Party,lost,175,( -112191),andraprdesh
Bobbili(14),NOTA,None of the Above,,2561,( -109805),andraprdesh
Cheepurupalle(15),KALAVENKATARAO KIMIDI,Telugu Desam,won,88225,(+ 11971),andraprdesh
Cheepurupalle(15),BOTCHA SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,lost,76254,( -11971),andraprdesh
Cheepurupalle(15),AADINARAYANA JAMMU,Indian National Congress,lost,4087,( -84138),andraprdesh
Cheepurupalle(15),SABBI SATYANARAYANA,Bahujan Samaj Party,lost,520,( -87705),andraprdesh
Cheepurupalle(15),KANIGIRI SRINIVASARAO,Jaibhim Rao Bharat Party,lost,468,( -87757),andraprdesh
Cheepurupalle(15),GURUGUBELLI APPALANAIDU,Independent,lost,439,( -87786),andraprdesh
Cheepurupalle(15),ADAPAKA SURIBABU,Reforms Party of India,lost,207,( -88018),andraprdesh
Cheepurupalle(15),NOTA,None of the Above,,2855,( -85370),andraprdesh
Gajapathinagaram(16),KONDAPALLI SRINIVAS,Telugu Desam,won,98051,(+ 25301),andraprdesh
Gajapathinagaram(16),APPALANARASAYYA BOTCHA,Yuvajana Sramika Rythu Congress Party,lost,72750,( -25301),andraprdesh
Gajapathinagaram(16),DOLA. SRINIVAS,Indian National Congress,lost,1315,( -96736),andraprdesh
Gajapathinagaram(16),CHELLUBOINA SRINU,Bahujan Samaj Party,lost,786,( -97265),andraprdesh
Gajapathinagaram(16),MULAGADA DURGA RAO,Independent,lost,387,( -97664),andraprdesh
Gajapathinagaram(16),TALUPULA. SANKAR RAO,Independent,lost,230,( -97821),andraprdesh
Gajapathinagaram(16),KOTTHALI GOWRI NAIDU,Naba Bharata Nirmana Seva Party,lost,185,( -97866),andraprdesh
Gajapathinagaram(16),KILAPARTHI KUMAR RAJA,Samajwadi Party,lost,173,( -97878),andraprdesh
Gajapathinagaram(16),KURMINAIDU GADAPU,Independent,lost,157,( -97894),andraprdesh
Gajapathinagaram(16),PENTA SANKARARAO,Jaibhim Rao Bharat Party,lost,143,( -97908),andraprdesh
Gajapathinagaram(16),KAKARLAPUDI SANDHYA,Pyramid Party of India,lost,140,( -97911),andraprdesh
Gajapathinagaram(16),APPALANAIDU KILARI,Independent,lost,134,( -97917),andraprdesh
Gajapathinagaram(16),LENKA SURYARAO,Jai Bharat Party,lost,133,( -97918),andraprdesh
Gajapathinagaram(16),NOTA,None of the Above,,3729,( -94322),andraprdesh
Vizianagaram(18),ADITI VIJAYALAKSHMI GAJAPATHI RAJU PUSAPATI,Telugu Desam,won,121241,(+ 60609),andraprdesh
Vizianagaram(18),KOLAGATLA VEERABHADRA SWAMY,Yuvajana Sramika Rythu Congress Party,lost,60632,( -60609),andraprdesh
Vizianagaram(18),GEETHA MEESALA,Independent,lost,2054,( -119187),andraprdesh
Vizianagaram(18),SATISH KUMAR SUNKARI,Indian National Congress,lost,1527,( -119714),andraprdesh
Vizianagaram(18),ARJI SIVAPRASAD,Bahujan Samaj Party,lost,759,( -120482),andraprdesh
Vizianagaram(18),BHASKARA RAO CHINTAPALI,Independent,lost,363,( -120878),andraprdesh
Vizianagaram(18),SURESH KANDIVALASA,Independent,lost,190,( -121051),andraprdesh
Vizianagaram(18),KARUNAKAR PENUMATSA,Samajwadi Party,lost,153,( -121088),andraprdesh
Vizianagaram(18),PANDRINKI VENKATA RAMANA,Independent,lost,102,( -121139),andraprdesh
Vizianagaram(18),MB. GURUNADHA. SHARMA,Yuga Thulasi Party,lost,98,( -121143),andraprdesh
Vizianagaram(18),CHINTAPALLI. DURGARAO,Jaibhim Rao Bharat Party,lost,86,( -121155),andraprdesh
Vizianagaram(18),POLIPALLI KIRAN KUMAR,Akhil Bharatiya Jan Sangh,lost,69,( -121172),andraprdesh
Vizianagaram(18),PADALA ADINARAYANA,Independent,lost,68,( -121173),andraprdesh
Vizianagaram(18),DUDDU VENKATA RAMANA,Independent,lost,55,( -121186),andraprdesh
Vizianagaram(18),KALLA SURI BABU,Jatiya Jana Sena Party,lost,45,( -121196),andraprdesh
Vizianagaram(18),NOTA,None of the Above,,1365,( -119876),andraprdesh
Srungavarapukota(19),KOLLA LALITHA KUMARI,Telugu Desam,won,111026,(+ 38790),andraprdesh
Srungavarapukota(19),KADUBANDI SRINIVASA RAO,Yuvajana Sramika Rythu Congress Party,lost,72236,( -38790),andraprdesh
Srungavarapukota(19),GEDELA TIRUPATI,Indian National Congress,lost,1918,( -109108),andraprdesh
Srungavarapukota(19),LOKABHI RAMAKOTI KOTYADA,Independent,lost,1418,( -109608),andraprdesh
Srungavarapukota(19),BONU KRISHNA,Bahujan Samaj Party,lost,683,( -110343),andraprdesh
Srungavarapukota(19),VARADI CHIRANJEEVI,Independent,lost,339,( -110687),andraprdesh
Srungavarapukota(19),CHIPPADA SESHAGIRI RAO,Independent,lost,154,( -110872),andraprdesh
Srungavarapukota(19),BHASKARABHATLA PUSHPALATHA,Independent,lost,148,( -110878),andraprdesh
Srungavarapukota(19),GOLLA ESWARA RAO,Independent,lost,114,( -110912),andraprdesh
Srungavarapukota(19),PIDIDHI ESWARAMMA,Independent,lost,93,( -110933),andraprdesh
Srungavarapukota(19),VINNAKOTA JAGANNADHA RAO,Samajwadi Party,lost,88,( -110938),andraprdesh
Srungavarapukota(19),VENKATA RAO YALLA,Jatiya Jana Sena Party,lost,68,( -110958),andraprdesh
Srungavarapukota(19),NOTA,None of the Above,,1969,( -109057),andraprdesh
Bhimili(20),GANTA SRINIVASA RAO,Telugu Desam,won,176230,(+ 92401),andraprdesh
Bhimili(20),MUTTAMSETTI SRINIVASA RAO (AVANTHI SRINIVAS),Yuvajana Sramika Rythu Congress Party,lost,83829,( -92401),andraprdesh
Bhimili(20),VENKATA VARMARAJU ADDALA,Indian National Congress,lost,5147,( -171083),andraprdesh
Bhimili(20),BUGATHA RAMU,Independent,lost,4032,( -172198),andraprdesh
Bhimili(20),BAGAM GOPALA RAO,Bahujan Samaj Party,lost,2523,( -173707),andraprdesh
Bhimili(20),ELIPILLI ANIL KUMAR,Jai Bharat National Party,lost,600,( -175630),andraprdesh
Bhimili(20),BAVISETTY RAMANA BABU,Independent,lost,512,( -175718),andraprdesh
Bhimili(20),MEKA SATHYA KIRAN,Independent,lost,482,( -175748),andraprdesh
Bhimili(20),KOLA HARIBABU,Republican Party of India (A),lost,398,( -175832),andraprdesh
Bhimili(20),CHOPPALLI SARAVAN GANESH,Independent,lost,393,( -175837),andraprdesh
Bhimili(20),NOOKALA SURYA PRAKASH,Independent,lost,288,( -175942),andraprdesh
Bhimili(20),NAGAMANI NAGOTU,Independent,lost,259,( -175971),andraprdesh
Bhimili(20),GANTA SRINIVASARAO,Jatiya Jana Sena Party,lost,183,( -176047),andraprdesh
Bhimili(20),NANDIKOLLA SANDHYA,Independent,lost,164,( -176066),andraprdesh
Bhimili(20),CHODIPALLI RAJU,Samajwadi Party,lost,134,( -176096),andraprdesh
Bhimili(20),NOTA,None of the Above,,3061,( -173169),andraprdesh
Visakhapatnam East(21),RAMAKRISHNA BABU VELAGAPUDI,Telugu Desam,won,132047,(+ 70877),andraprdesh
Visakhapatnam East(21),M V V SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,lost,61170,( -70877),andraprdesh
Visakhapatnam East(21),VADDI SIRISHA,Independent,lost,3508,( -128539),andraprdesh
Visakhapatnam East(21),GUTHULA SRINIVAS RAO,Indian National Congress,lost,3430,( -128617),andraprdesh
Visakhapatnam East(21),JOSEPH PETER,Bahujan Samaj Party,lost,494,( -131553),andraprdesh
Visakhapatnam East(21),ADAPAKA DALI RAJU,Naba Bharata Nirmana Seva Party,lost,246,( -131801),andraprdesh
Visakhapatnam East(21),BARLA APPALA PADMAKAR YADAV,Independent,lost,164,( -131883),andraprdesh
Visakhapatnam East(21),DR.GANAPATHI. KONGARAPU,Republican Party of India (A),lost,162,( -131885),andraprdesh
Visakhapatnam East(21),THOTA VENKATA SAI MUKUND,Praja Prasthanam Party,lost,155,( -131892),andraprdesh
Visakhapatnam East(21),ANAGANI SHIVA RAMAKRISHNA,Independent,lost,151,( -131896),andraprdesh
Visakhapatnam East(21),UMMIDI. BHASKAR RAO,Independent,lost,150,( -131897),andraprdesh
Visakhapatnam East(21),ADADA RAMANI,Independent,lost,131,( -131916),andraprdesh
Visakhapatnam East(21),YEDLA VENUGOPALA KRISHNA (SUMAN),Bharatha Chaitanya Yuvajana Party,lost,92,( -131955),andraprdesh
Visakhapatnam East(21),E. HYMAVATHI,Pyramid Party of India,lost,86,( -131961),andraprdesh
Visakhapatnam East(21),NOTA,None of the Above,,1508,( -130539),andraprdesh
Visakhapatnam West(24),P.G.V.R.NAIDU(GANABABU),Telugu Desam,won,90805,(+ 35184),andraprdesh
Visakhapatnam West(24),ADARI ANAND KUMAR,Yuvajana Sramika Rythu Congress Party,lost,55621,( -35184),andraprdesh
Visakhapatnam West(24),ATHUKUMSETTI RAMA CHANDRA RAO,Bahujan Samaj Party,lost,1157,( -89648),andraprdesh
Visakhapatnam West(24),ATHILI VIMALA,Communist Party of India,lost,999,( -89806),andraprdesh
Visakhapatnam West(24),VENKATA GANESH JAGGUMANTRI,Jai Bharat National Party,lost,423,( -90382),andraprdesh
Visakhapatnam West(24),MANDAPATI SRINIVAS RAJU,Jatiya Jana Sena Party,lost,165,( -90640),andraprdesh
Visakhapatnam West(24),JAMI PARVATHI,Independent,lost,155,( -90650),andraprdesh
Visakhapatnam West(24),HANUMANTHU SIVA CHANUKYA DORA,Independent,lost,155,( -90650),andraprdesh
Visakhapatnam West(24),BOTTA KOTESWARA RAO,Bharatha Chaitanya Yuvajana Party,lost,137,( -90668),andraprdesh
Visakhapatnam West(24),VINJAMURI KIRAN KUMAR,Independent,lost,135,( -90670),andraprdesh
Visakhapatnam West(24),KOYELADA JAGADEESH,Independent,lost,112,( -90693),andraprdesh
Visakhapatnam West(24),PEDIREDLA NANAJI,Independent,lost,73,( -90732),andraprdesh
Visakhapatnam West(24),RAVI KUMAR VELAGADA,Samajwadi Party,lost,69,( -90736),andraprdesh
Visakhapatnam West(24),NOTA,None of the Above,,1002,( -89803),andraprdesh
Gajuwaka(25),PALLA SRINIVAS RAO,Telugu Desam,won,157703,(+ 95235),andraprdesh
Gajuwaka(25),AVSS AMARNATH GUDIVADA,Yuvajana Sramika Rythu Congress Party,lost,62468,( -95235),andraprdesh
Gajuwaka(25),KAKARLAMUDI KRISHNA PRADEEP,Independent,lost,4316,( -153387),andraprdesh
Gajuwaka(25),MARADANA JAGGUNAIDU,Communist Party of India  (Marxist),lost,3970,( -153733),andraprdesh
Gajuwaka(25),ANAND KILARI,Praja Shanthi Party,lost,1700,( -156003),andraprdesh
Gajuwaka(25),APPARAO NANDIKOLLA,Bahujan Samaj Party,lost,1134,( -156569),andraprdesh
Gajuwaka(25),THOTA AKKAIAH,Loktantrik Janta Dal,lost,537,( -157166),andraprdesh
Gajuwaka(25),KANDREGULA ADINARAYANA,Jai Maha Bharath Party,lost,180,( -157523),andraprdesh
Gajuwaka(25),SRINUVASA RAO SEEMAKURTHI,Independent,lost,177,( -157526),andraprdesh
Gajuwaka(25),SUNKASURI SARAH JYOTHI,Navataram Party,lost,138,( -157565),andraprdesh
Gajuwaka(25),KOVIRI KRISHNA,Independent,lost,133,( -157570),andraprdesh
Gajuwaka(25),BATHULA NEELAKANTAM,Naba Bharata Nirmana Seva Party,lost,127,( -157576),andraprdesh
Gajuwaka(25),TALAPULA SAILAJA,Praja Prasthanam Party,lost,122,( -157581),andraprdesh
Gajuwaka(25),SAMUEL JOHN DHARMARAJU RAYAPATI,Dalita Bahujana Party,lost,106,( -157597),andraprdesh
Gajuwaka(25),NOTA,None of the Above,,1518,( -156185),andraprdesh
Chodavaram(26),SURYA NAGA SANYASI RAJU KALIDINDI,Telugu Desam,won,109651,(+ 42189),andraprdesh
Chodavaram(26),KARANAM  DHARMASRI,Yuvajana Sramika Rythu Congress Party,lost,67462,( -42189),andraprdesh
Chodavaram(26),JAGATA SRINIVASURAO,Indian National Congress,lost,2527,( -107124),andraprdesh
Chodavaram(26),VEGI MAHALAKSHMI NAIDU,Bahujan Samaj Party,lost,1179,( -108472),andraprdesh
Chodavaram(26),SAVARALA GANESH,Communist Party of India  (Marxist-Leninist)  (Liberation),lost,676,( -108975),andraprdesh
Chodavaram(26),PERICHRLA VIVEKA RAJU,Independent,lost,397,( -109254),andraprdesh
Chodavaram(26),NOTA,None of the Above,,3849,( -105802),andraprdesh
Madugula(27),BANDARU SATYANARAYANA MURTHY,Telugu Desam,won,91869,(+ 28026),andraprdesh
Madugula(27),ANURADHA ERLI,Yuvajana Sramika Rythu Congress Party,lost,63843,( -28026),andraprdesh
Madugula(27),BODDU SRINIVASA,Indian National Congress,lost,1784,( -90085),andraprdesh
Madugula(27),KARANAM TIRUPATHI RAO,Bahujan Samaj Party,lost,1675,( -90194),andraprdesh
Madugula(27),THALLA. RAVI,Naba Bharata Nirmana Seva Party,lost,532,( -91337),andraprdesh
Madugula(27),MALLARAPU LOVACHAND,Independent,lost,427,( -91442),andraprdesh
Madugula(27),BUDI RAVI KUMAR,Independent,lost,395,( -91474),andraprdesh
Madugula(27),LEKKALA ESWARA RAO,Jaibhim Rao Bharat Party,lost,382,( -91487),andraprdesh
Madugula(27),MATHALA ARINAIDU,Independent,lost,244,( -91625),andraprdesh
Madugula(27),NOTA,None of the Above,,4070,( -87799),andraprdesh
Payakaraopet (33),ANITHA VANGALAPUDI,Telugu Desam,won,120042,(+ 43727),andraprdesh
Payakaraopet (33),JOGULU KAMBALA,Yuvajana Sramika Rythu Congress Party,lost,76315,( -43727),andraprdesh
Payakaraopet (33),DR.BONI TATA RAO,Indian National Congress,lost,2087,( -117955),andraprdesh
Payakaraopet (33),KRISHNA SWAROOP VADLAMURI,Dalita Bahujana Party,lost,1786,( -118256),andraprdesh
Payakaraopet (33),KAKARA NARASIMHARAO,Bahujan Samaj Party,lost,1637,( -118405),andraprdesh
Payakaraopet (33),BOORTHI.YESAYYA,Independent,lost,543,( -119499),andraprdesh
Payakaraopet (33),SETTIBATHULA DHARMARAJU,Independent,lost,425,( -119617),andraprdesh
Payakaraopet (33),PARAVADA RAMAKRISHNA,Prabuddha Republican Party,lost,285,( -119757),andraprdesh
Payakaraopet (33),DULAPALLI NAGESWARARAO,Jai Bharat National Party,lost,259,( -119783),andraprdesh
Payakaraopet (33),NOTA,None of the Above,,4107,( -115935),andraprdesh
Narsipatnam(34),AYYANNAPATRUDU CHINTAKAYALA,Telugu Desam,won,99849,(+ 24676),andraprdesh
Narsipatnam(34),UMA SANKARA GANESH PETLA,Yuvajana Sramika Rythu Congress Party,lost,75173,( -24676),andraprdesh
Narsipatnam(34),BOTTA NAGARAJU,Bahujan Samaj Party,lost,1244,( -98605),andraprdesh
Narsipatnam(34),RUTHALA SRIRAMA MURTHY,Indian National Congress,lost,1088,( -98761),andraprdesh
Narsipatnam(34),BAYPUREDDI BHADRACHALAM,Independent,lost,678,( -99171),andraprdesh
Narsipatnam(34),NETHALA NAGESWARARAO,Jaibhim Rao Bharat Party,lost,440,( -99409),andraprdesh
Narsipatnam(34),CHANDRAMOULI JOGA,Bharatha Chaitanya Yuvajana Party,lost,300,( -99549),andraprdesh
Narsipatnam(34),PAILA SURYA GANESH,Independent,lost,270,( -99579),andraprdesh
Narsipatnam(34),NOTA,None of the Above,,3824,( -96025),andraprdesh
Tuni(35),DIVYA YANAMALA,Telugu Desam,won,97206,(+ 15177),andraprdesh
Tuni(35),DADISETTI RAJA,Yuvajana Sramika Rythu Congress Party,lost,82029,( -15177),andraprdesh
Tuni(35),GELAM SRINIVASARAO,Indian National Congress,lost,1923,( -95283),andraprdesh
Tuni(35),KONA RAMAKRISHNA,Independent,lost,1179,( -96027),andraprdesh
Tuni(35),TAMARANA APPARAO,Independent,lost,1006,( -96200),andraprdesh
Tuni(35),KARRI NOOKARAJU,Bahujan Samaj Party,lost,805,( -96401),andraprdesh
Tuni(35),YADALA RAMAKRISHNA,Reforms Party of India,lost,499,( -96707),andraprdesh
Tuni(35),BODAPATI SRINIVASARAO,Independent,lost,440,( -96766),andraprdesh
Tuni(35),SATISH DUTHURTHI,Dalita Bahujana Party,lost,390,( -96816),andraprdesh
Tuni(35),ADI VENKATA SATYANARAYANA VEGI,Independent,lost,302,( -96904),andraprdesh
Tuni(35),SIVA VADABOYINA,Communist Party of India  (Marxist-Leninist)  (Liberation),lost,232,( -96974),andraprdesh
Tuni(35),NOTA,None of the Above,,3434,( -93772),andraprdesh
Prathipadu(36),VARUPULA SATYA PRABHA,Telugu Desam,won,103002,(+ 38768),andraprdesh
Prathipadu(36),VARUPULA SUBBARAO,Yuvajana Sramika Rythu Congress Party,lost,64234,( -38768),andraprdesh
Prathipadu(36),NEERUKONDA VEERA VENKATA SATYANARAYANA,Indian National Congress,lost,1354,( -101648),andraprdesh
Prathipadu(36),GONTINA SIVARAJA,Independent,lost,874,( -102128),andraprdesh
Prathipadu(36),BURTHI SRINU BABU,Bahujan Samaj Party,lost,755,( -102247),andraprdesh
Prathipadu(36),GOMPA SIVA,Bharatha Chaitanya Yuvajana Party,lost,690,( -102312),andraprdesh
Prathipadu(36),ARJUNARAO YEGUPATI,Communist Party of India  (Marxist-Leninist)  (Liberation),lost,579,( -102423),andraprdesh
Prathipadu(36),NAMMI GANESH,Independent,lost,408,( -102594),andraprdesh
Prathipadu(36),SURLA SRINIVASU,Independent,lost,403,( -102599),andraprdesh
Prathipadu(36),PILLI BALARAMUDU,Independent,lost,338,( -102664),andraprdesh
Prathipadu(36),KONDABAABU NETALA,Dalita Bahujana Party,lost,317,( -102685),andraprdesh
Prathipadu(36),AASINA SRINIVAS,Pyramid Party of India,lost,281,( -102721),andraprdesh
Prathipadu(36),KOTHAPALLI ARUJANA RAO,Independent,lost,257,( -102745),andraprdesh
Prathipadu(36),DADISETTY VEERABABU,Jaibhim Rao Bharat Party,lost,245,( -102757),andraprdesh
Prathipadu(36),YEDIDA VARAPRASAD KUMAR,Republican Party of India (A),lost,166,( -102836),andraprdesh
Prathipadu(36),NOTA,None of the Above,,2582,( -100420),andraprdesh
Peddapuram(39),CHINA RAJAPPA NIMMAKAYALA,Telugu Desam,won,105685,(+ 40451),andraprdesh
Peddapuram(39),DAVULURI DORABABU,Yuvajana Sramika Rythu Congress Party,lost,65234,( -40451),andraprdesh
Peddapuram(39),THUMMALA DORABABU,Indian National Congress,lost,2168,( -103517),andraprdesh
Peddapuram(39),DUVVADA KANNAYYA@KANNABABU,Independent,lost,1227,( -104458),andraprdesh
Peddapuram(39),ARUN KUMAR PEYYALA,Bahujan Samaj Party,lost,729,( -104956),andraprdesh
Peddapuram(39),MOTUPALLI SIVA KUMAR,Independent,lost,480,( -105205),andraprdesh
Peddapuram(39),KESAVARAPU RAMA MOHAN RAO,India Praja Bandhu Party,lost,367,( -105318),andraprdesh
Peddapuram(39),RAYUDU MOJESH BABU,Independent,lost,360,( -105325),andraprdesh
Peddapuram(39),GANGAVARAPU LAVANYA,Independent,lost,295,( -105390),andraprdesh
Peddapuram(39),BUNGA SATYANARAYANA,Jaibhim Rao Bharat Party,lost,284,( -105401),andraprdesh
Peddapuram(39),NOTA,None of the Above,,2020,( -103665),andraprdesh
Kakinada City(41),VANAMADI VENKATESWARA RAO @ KONDABABU,Telugu Desam,won,113014,(+ 56572),andraprdesh
Kakinada City(41),DWARAMPUDI CHANDRASEKHARA REDDY,Yuvajana Sramika Rythu Congress Party,lost,56442,( -56572),andraprdesh
Kakinada City(41),CHEKKA NOOKARAJU,Indian National Congress,lost,2138,( -110876),andraprdesh
Kakinada City(41),M.VENKATESWARA RAO (BANDABABU),Navarang Congress Party,lost,1710,( -111304),andraprdesh
Kakinada City(41),KAMBHAM RAJU BABU,Bahujan Samaj Party,lost,432,( -112582),andraprdesh
Kakinada City(41),T.SRINIVASA RAO,Independent,lost,372,( -112642),andraprdesh
Kakinada City(41),KATRU NAGABABU,Telugu Nava Garjana Party,lost,327,( -112687),andraprdesh
Kakinada City(41),V.VENKATESWARA RAO (KONDABABU),Jatiya Jana Sena Party,lost,290,( -112724),andraprdesh
Kakinada City(41),LEELA SURYA KIRAN YANAMANDRA,Pyramid Party of India,lost,260,( -112754),andraprdesh
Kakinada City(41),SATISH KUMAR,Independent,lost,171,( -112843),andraprdesh
Kakinada City(41),B.BAIRAVASWAMY,Independent,lost,139,( -112875),andraprdesh
Kakinada City(41),KASIMKOTA CHANDRASEKHAR,Independent,lost,118,( -112896),andraprdesh
Kakinada City(41),M.PRABHAKARA RAO,Independent,lost,116,( -112898),andraprdesh
Kakinada City(41),CHAKRAVARTHI GINJALA,Jaibhim Rao Bharat Party,lost,109,( -112905),andraprdesh
Kakinada City(41),MUNAGALA SAI GOPI,Telugu Janata Party,lost,100,( -112914),andraprdesh
Kakinada City(41),NOTA,None of the Above,,1446,( -111568),andraprdesh
Ramachandrapuram(42),VASAMSETTI. SUBASH,Telugu Desam,won,97652,(+ 26291),andraprdesh
Ramachandrapuram(42),PILLI SURYA PRAKASH,Yuvajana Sramika Rythu Congress Party,lost,71361,( -26291),andraprdesh
Ramachandrapuram(42),MATHA RANI SUBRAHMANYAM,Bahujan Samaj Party,lost,1206,( -96446),andraprdesh
Ramachandrapuram(42),KOTA. SRINIVAS RAO,Indian National Congress,lost,1173,( -96479),andraprdesh
Ramachandrapuram(42),JHAI SREE SUREYENDRA NADHA BABUJI SREEGUTHULA,Independent,lost,1079,( -96573),andraprdesh
Ramachandrapuram(42),JUTTUKA VENKATARAO,Pyramid Party of India,lost,491,( -97161),andraprdesh
Ramachandrapuram(42),YARRAMSETTI RAMARAJU,Independent,lost,246,( -97406),andraprdesh
Ramachandrapuram(42),SUJATA CHEKKA,Independent,lost,172,( -97480),andraprdesh
Ramachandrapuram(42),LANKA. PRAVEEN KUMAR,Independent,lost,122,( -97530),andraprdesh
Ramachandrapuram(42),BARLA SRINIVAS YADAV,Bharatha Chaitanya Yuvajana Party,lost,93,( -97559),andraprdesh
Ramachandrapuram(42),CHANDRA SEKHAR MADIKI,Independent,lost,78,( -97574),andraprdesh
Ramachandrapuram(42),KOYYA BANGARU BABU,Independent,lost,54,( -97598),andraprdesh
Ramachandrapuram(42),KATE SUBRAHMANYAM,Independent,lost,53,( -97599),andraprdesh
Ramachandrapuram(42),NOTA,None of the Above,,1608,( -96044),andraprdesh
Mummidivaram(43),DATLA SUBBARAJU (BUCHIBABU),Telugu Desam,won,118687,(+ 38736),andraprdesh
Mummidivaram(43),PONNADA VENKATA SATISH KUMAR,Yuvajana Sramika Rythu Congress Party,lost,79951,( -38736),andraprdesh
Mummidivaram(43),BHIMARAO VAKAPALLI,Bahujan Samaj Party,lost,2782,( -115905),andraprdesh
Mummidivaram(43),PALEPU DHARMA RAO,Indian National Congress,lost,1342,( -117345),andraprdesh
Mummidivaram(43),ANGADI REVATHI,Independent,lost,746,( -117941),andraprdesh
Mummidivaram(43),RAYUDU SRIRAMA CHANDRA MURTHY,Independent,lost,447,( -118240),andraprdesh
Mummidivaram(43),SATTIRAJU SWAMY,Independent,lost,281,( -118406),andraprdesh
Mummidivaram(43),DADALA RAMA KRISHNA,Republican Party of India,lost,269,( -118418),andraprdesh
Mummidivaram(43),RAVI KUMAR CHEEKURUMELLI,Independent,lost,205,( -118482),andraprdesh
Mummidivaram(43),R. MAHA LAKSHMI,Pyramid Party of India,lost,200,( -118487),andraprdesh
Mummidivaram(43),MALLADI KRISHNARAO,Telugu Nava Garjana Party,lost,153,( -118534),andraprdesh
Mummidivaram(43),PEMMADI SWAMI,All India Forward Bloc,lost,107,( -118580),andraprdesh
Mummidivaram(43),TEKUMUDI VENKATA RAO,Independent,lost,98,( -118589),andraprdesh
Mummidivaram(43),BABJI VANACHARLA,Jai Bharat National Party,lost,94,( -118593),andraprdesh
Mummidivaram(43),DONGA SATYA RAM,Independent,lost,94,( -118593),andraprdesh
Mummidivaram(43),NOTA,None of the Above,,1865,( -116822),andraprdesh
Amalapuram (44),AITHABATHULA ANANDARAO,Telugu Desam,won,104022,(+ 38628),andraprdesh
Amalapuram (44),VISWARUPU PINIPE,Yuvajana Sramika Rythu Congress Party,lost,65394,( -38628),andraprdesh
