Party,Won,Total,Parliamentary Constituency,Candidate Name,candidateParty,Status,Votes,Margin
Indian National Congress - INC,99,99,Sitapur(30),LEKHRAJ LODHI,Aazad Samaj Party (Kanshi Ram),lost,6734,( -524404)
Indian National Congress - INC,99,99,Sitapur(30),VIDYAWATI GAUTAM,Independent,lost,4194,( -526944)
Indian National Congress - INC,99,99,Sitapur(30),CHANDRA SHEKHAR VERMA,Rashtriya Shoshit Samaj Party,lost,2429,( -528709)
Indian National Congress - INC,99,99,Sitapur(30),RAM ADHAR VERMA,Sardar Patel Siddhant Party,lost,2115,( -529023)
Indian National Congress - INC,99,99,Sitapur(30),NOTA,None of the Above,,6958,( -524180)
Indian National Congress - INC,99,99,Rae Bareli(36),RAHUL GANDHI,Indian National Congress,won,687649,(+ 390030)
Indian National Congress - INC,99,99,Rae Bareli(36),DINESH PRATAP SINGH,Bharatiya Janata Party,lost,297619,( -390030)
Indian National Congress - INC,99,99,Rae Bareli(36),THAKUR PRASAD YADAV,Bahujan Samaj Party,lost,21624,( -666025)
Indian National Congress - INC,99,99,Rae Bareli(36),DILEEP SINGH,Akhil Bhartiya Apna Dal,lost,8678,( -678971)
Indian National Congress - INC,99,99,Rae Bareli(36),HORILAL,Independent,lost,5399,( -682250)
Indian National Congress - INC,99,99,Rae Bareli(36),SUDARSHAN RAM,Bhartiya Panchsheel Party,lost,4345,( -683304)
Indian National Congress - INC,99,99,Rae Bareli(36),HIND ROHITASH,Manavtawadi Samaj Party,lost,3859,( -683790)
Indian National Congress - INC,99,99,Rae Bareli(36),MO MOBIN,Apna Dal (Kamerawadi),lost,2174,( -685475)
Indian National Congress - INC,99,99,Rae Bareli(36),NOTA,None of the Above,,7872,( -679777)
Indian National Congress - INC,99,99,Amethi(37),KISHORI LAL,Indian National Congress,won,539228,(+ 167196)
Indian National Congress - INC,99,99,Amethi(37),SMRITI IRANI,Bharatiya Janata Party,lost,372032,( -167196)
Indian National Congress - INC,99,99,Amethi(37),NANHE SINGH CHAUHAN,Bahujan Samaj Party,lost,34534,( -504694)
Indian National Congress - INC,99,99,Amethi(37),SURENDRA KUMAR,Independent,lost,5699,( -533529)
Indian National Congress - INC,99,99,Amethi(37),DINESH CHANDRA MAURYA,Janshakti Samta Party,lost,4577,( -534651)
Indian National Congress - INC,99,99,Amethi(37),JAGDAMBA PRASAD YADAV,Independent,lost,4020,( -535208)
Indian National Congress - INC,99,99,Amethi(37),BHAGWANDIN PASI,Moulik Adhikar Party,lost,2334,( -536894)
Indian National Congress - INC,99,99,Amethi(37),CHANDRAWATI,Independent,lost,2291,( -536937)
Indian National Congress - INC,99,99,Amethi(37),MOHD HASAN LAHRI,Rashtriya Narayanwadi Vikas Party,lost,1527,( -537701)
Indian National Congress - INC,99,99,Amethi(37),KHUSHIRAM,Independent,lost,1401,( -537827)
Indian National Congress - INC,99,99,Amethi(37),UDAYRAJ,Independent,lost,1305,( -537923)
Indian National Congress - INC,99,99,Amethi(37),SANTRAM,Samajhdar Party,lost,1212,( -538016)
Indian National Congress - INC,99,99,Amethi(37),SHAILENDRA KUMAR MISHRA,Sanyogwadi Party,lost,1128,( -538100)
Indian National Congress - INC,99,99,Amethi(37),NOTA,None of the Above,,9383,( -529845)
Indian National Congress - INC,99,99,Allahabad(52),UJJWAL RAMAN SINGH,Indian National Congress,won,462145,(+ 58795)
Indian National Congress - INC,99,99,Allahabad(52),NEERAJ TRIPATHI,Bharatiya Janata Party,lost,403350,( -58795)
Indian National Congress - INC,99,99,Allahabad(52),RAMESH KUMAR PATEL,Bahujan Samaj Party,lost,49144,( -413001)
Indian National Congress - INC,99,99,Allahabad(52),GOPAL SWROOP JOSHI,Independent,lost,4248,( -457897)
Indian National Congress - INC,99,99,Allahabad(52),AJEET KUMAR PATEL,Pragatisheel Samaj Party,lost,2642,( -459503)
Indian National Congress - INC,99,99,Allahabad(52),MOOLNIWASI HEMRAJ SINGH,Peoples Party of India (Democratic),lost,2355,( -459790)
Indian National Congress - INC,99,99,Allahabad(52),GEETA RANI SHARMA,Independent,lost,2197,( -459948)
Indian National Congress - INC,99,99,Allahabad(52),HANSHRAJ KOL,Apna Dal (Kamerawadi),lost,2141,( -460004)
Indian National Congress - INC,99,99,Allahabad(52),RAJENDRA PRASAD PRAJAPATI,Bhagidari Party(P),lost,1847,( -460298)
Indian National Congress - INC,99,99,Allahabad(52),AVANEESH KUMAR,Independent,lost,1835,( -460310)
Indian National Congress - INC,99,99,Allahabad(52),ANUJ SWAROOP SHUKLA,Independent,lost,1616,( -460529)
Indian National Congress - INC,99,99,Allahabad(52),SHIV PRASAD VISHWAKARMA,Samyak Party,lost,1326,( -460819)
Indian National Congress - INC,99,99,Allahabad(52),SARVAJEET SINGH,Kamera Samaj Party,lost,1177,( -460968)
Indian National Congress - INC,99,99,Allahabad(52),RAJDHAR SINGH PATEL,Rashtriya Samaj Dal (R),lost,1025,( -461120)
Indian National Congress - INC,99,99,Allahabad(52),NOTA,None of the Above,,9952,( -452193)
Indian National Congress - INC,99,99,Barabanki(53),TANUJ PUNIA,Indian National Congress,won,719927,(+ 215704)
Indian National Congress - INC,99,99,Barabanki(53),RAJRANI RAWAT,Bharatiya Janata Party,lost,504223,( -215704)
Indian National Congress - INC,99,99,Barabanki(53),SHIV KUMAR DOHAREY,Bahujan Samaj Party,lost,39177,( -680750)
Indian National Congress - INC,99,99,Barabanki(53),BABOORAM,Independent,lost,3669,( -716258)
Indian National Congress - INC,99,99,Barabanki(53),RAMLAKHAN PASI,Independent,lost,2928,( -716999)
Indian National Congress - INC,99,99,Barabanki(53),MITHALESH KUMARI,Independent,lost,2321,( -717606)
Indian National Congress - INC,99,99,Barabanki(53),DEVATADEEN GAUTAM,Independent,lost,2173,( -717754)
Indian National Congress - INC,99,99,Barabanki(53),ASHA DEVI,Swatantrata Abhivyakti Party,lost,2020,( -717907)
Indian National Congress - INC,99,99,Barabanki(53),PROF. (DR.) RAM GHULAM RAZDAN,Public Adhikar Socialist Indian Party,lost,1493,( -718434)
Indian National Congress - INC,99,99,Barabanki(53),MAHENDRA KUMAR RAWAT,Awami Samta Party,lost,1190,( -718737)
Indian National Congress - INC,99,99,Barabanki(53),OMKAR,Independent,lost,1138,( -718789)
Indian National Congress - INC,99,99,Barabanki(53),ADVOCATE SANTOSH RAWAT,Dr. Bhimrao Ambedkar Dal,lost,1078,( -718849)
Indian National Congress - INC,99,99,Barabanki(53),PREMCHANDRA HARIJAN,Sardar Patel Siddhant Party,lost,1076,( -718851)
Indian National Congress - INC,99,99,Barabanki(53),NOTA,None of the Above,,8221,( -711706)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),ISHA KHAN CHOUDHURY,Indian National Congress,won,572395,(+ 128368)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),SREERUPA MITRA CHAUDHURY (NIRBHAYA DIDI),Bharatiya Janata Party,lost,444027,( -128368)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),SHAHNAWAZ ALI RAIHAN,All India Trinamool Congress,lost,301026,( -271369)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),PURNOCHANDRA MANDAL,Independent,lost,8383,( -564012)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),AHMED HEDATUL HASAN,Independent,lost,5736,( -566659)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),MD. JAMAL SAIKH,Independent,lost,5386,( -567009)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),BIKASH RABIDAS,Bahujan Samaj Party,lost,5065,( -567330)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),BIJOY KUMAR SARKAR,Independent,lost,4776,( -567619)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),SUSMITA DEY KARJEE,Bhartiya Lokmat Rashtrwadi Party,lost,3535,( -568860)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),AMAL KUMAR RABIDAS,Independent,lost,3271,( -569124)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),KAVIR MADAN DAS,Ambedkarite Party of India,lost,3140,( -569255)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),ASIM MANDAL,Jan Sangh Party,lost,2788,( -569607)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),MD SHAHNAWAJ RAHMATULLAH,Social Democratic Party Of India,lost,2323,( -570072)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),JALALUDDIN SARKAR,Bharatiya Nyay-Adhikar Raksha Party,lost,2075,( -570320)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),ANGSHUDHAR MANDAL,Socialist Unity Centre Of India (COMMUNIST),lost,1189,( -571206)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),MD NUR ISLAM SEKH,Rashtriya Secular Majlis Party,lost,1136,( -571259)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),MD MONIRUL HASAN,Jamat-E-Seratul Mustakim,lost,741,( -571654)
Indian National Congress - INC,99,99,Maldaha Dakshin(8),NOTA,None of the Above,,2797,( -569598)
Indian National Congress - INC,99,99,KORBA(4),JYOTSNA CHARANDAS MAHANT,Indian National Congress,won,570182,(+ 43283)
Indian National Congress - INC,99,99,KORBA(4),SAROJ PANDEY,Bharatiya Janata Party,lost,526899,( -43283)
Indian National Congress - INC,99,99,KORBA(4),SHYAM SINGH MARKAM,Gondvana Gantantra Party,lost,48587,( -521595)
Indian National Congress - INC,99,99,KORBA(4),NIRDOSH  KUMAR YADAV,Independent,lost,11268,( -558914)
Indian National Congress - INC,99,99,KORBA(4),DUJRAM BOUDDH,Bahujan Samaj Party,lost,10739,( -559443)
Indian National Congress - INC,99,99,KORBA(4),JAICHANDRA SONPAKAR,Independent,lost,6182,( -564000)
Indian National Congress - INC,99,99,KORBA(4),PALAN SINGH,Independent,lost,5709,( -564473)
Indian National Congress - INC,99,99,KORBA(4),KAMAL DEV,Bhartiya Shakti Chetna Party,lost,4988,( -565194)
Indian National Congress - INC,99,99,KORBA(4),DILIP MIRI,Independent,lost,3902,( -566280)
Indian National Congress - INC,99,99,KORBA(4),KAUSHALYA BAI PORTE,Independent,lost,3632,( -566550)
Indian National Congress - INC,99,99,KORBA(4),PRATAP BHANU,Independent,lost,2504,( -567678)
Indian National Congress - INC,99,99,KORBA(4),SANTOSH SHARMA,Independent,lost,2477,( -567705)
Indian National Congress - INC,99,99,KORBA(4),AMRIKA KARPE,Independent,lost,2232,( -567950)
Indian National Congress - INC,99,99,KORBA(4),RAJGURU KEWAL GOSWAMI,Independent,lost,2202,( -567980)
Indian National Congress - INC,99,99,KORBA(4),SHOBRAN SINGH SAIMA,Independent,lost,2073,( -568109)
Indian National Congress - INC,99,99,KORBA(4),KALYAN SINGH TANWAR,Independent,lost,1964,( -568218)
Indian National Congress - INC,99,99,KORBA(4),RAJESH PANDEY,Independent,lost,1814,( -568368)
Indian National Congress - INC,99,99,KORBA(4),SUSHIL KUMAR VISHWAKARMA,Bhartiya Janta Secular Party,lost,1685,( -568497)
Indian National Congress - INC,99,99,KORBA(4),PRASHANT DANIEL,Sarv Adi Dal,lost,1392,( -568790)
Indian National Congress - INC,99,99,KORBA(4),REKHA TIWARI,Chhattisgarh Vikas Ganga Rashtriya Party,lost,1294,( -568888)
Indian National Congress - INC,99,99,KORBA(4),PURUSHOTTAM MANIKPURI,Independent,lost,1212,( -568970)
Indian National Congress - INC,99,99,KORBA(4),PRIYANKA PATEL,Republican Party of India (A),lost,1204,( -568978)
Indian National Congress - INC,99,99,KORBA(4),MAHENDRA KUMAR SHRIWAS (MANJU),Independent,lost,1187,( -568995)
Indian National Congress - INC,99,99,KORBA(4),SHEKH RAUF,Independent,lost,1168,( -569014)
Indian National Congress - INC,99,99,KORBA(4),SHIVPUJAN SINGH,Independent,lost,1036,( -569146)
Indian National Congress - INC,99,99,KORBA(4),SHANTI BAI MARAVI,Independent,lost,861,( -569321)
Indian National Congress - INC,99,99,KORBA(4),RAMESH DAS MAHANT,Independent,lost,823,( -569359)
Indian National Congress - INC,99,99,KORBA(4),NOTA,None of the Above,,6097,( -564085)
Indian National Congress - INC,99,99,Khunti(11),KALI CHARAN MUNDA,Indian National Congress,won,511647,(+ 149675)
Indian National Congress - INC,99,99,Khunti(11),ARJUN MUNDA,Bharatiya Janata Party,lost,361972,( -149675)
Indian National Congress - INC,99,99,Khunti(11),SAVITRI DEVI,Bahujan Samaj Party,lost,12300,( -499347)
Indian National Congress - INC,99,99,Khunti(11),BASANT KUMAR LONGA,Independent,lost,10755,( -500892)
Indian National Congress - INC,99,99,Khunti(11),ARPANA HANS,Jharkhand Party,lost,8532,( -503115)
Indian National Congress - INC,99,99,Khunti(11),PASTAR SANJAY KUMAR TIRKEY,Independent,lost,4963,( -506684)
Indian National Congress - INC,99,99,Khunti(11),BABITA KACHHAP,Bharat Adivasi Party,lost,4594,( -507053)
Indian National Congress - INC,99,99,Khunti(11),NOTA,None of the Above,,21919,( -489728)
Indian National Congress - INC,99,99,Lohardaga(12),SUKHDEO BHAGAT,Indian National Congress,won,483038,(+ 139138)
Indian National Congress - INC,99,99,Lohardaga(12),SAMIR ORAON,Bharatiya Janata Party,lost,343900,( -139138)
Indian National Congress - INC,99,99,Lohardaga(12),CHAMRA LINDA,Independent,lost,45998,( -437040)
Indian National Congress - INC,99,99,Lohardaga(12),MAHENDRA ORAON,Communist Party of India,lost,16793,( -466245)
Indian National Congress - INC,99,99,Lohardaga(12),SHANIYA ORAON,Independent,lost,10911,( -472127)
Indian National Congress - INC,99,99,Lohardaga(12),GIRJANANDAN URAON,Bahujan Samaj Party,lost,9148,( -473890)
Indian National Congress - INC,99,99,Lohardaga(12),MARIANUS TIGGA,Independent,lost,9131,( -473907)
Indian National Congress - INC,99,99,Lohardaga(12),BIHARI BHAGAT,Peoples Party of India (Democratic),lost,7602,( -475436)
Indian National Congress - INC,99,99,Lohardaga(12),STEPHAN KINDO,Independent,lost,7599,( -475439)
Indian National Congress - INC,99,99,Lohardaga(12),RANJEET BHAGAT,Independent,lost,5527,( -477511)
Indian National Congress - INC,99,99,Lohardaga(12),RAMCHANDRA BHAGAT,Lokhit Adhikar Party,lost,4310,( -478728)
Indian National Congress - INC,99,99,Lohardaga(12),PAWAN TIGGA,Independent,lost,3713,( -479325)
Indian National Congress - INC,99,99,Lohardaga(12),ARPAN DEO BHAGAT,Independent,lost,2814,( -480224)
Indian National Congress - INC,99,99,Lohardaga(12),ARJUN TOPPO,Independent,lost,2747,( -480291)
Indian National Congress - INC,99,99,Lohardaga(12),MANI MUNDA,Bhagidari Party(P),lost,2510,( -480528)
Indian National Congress - INC,99,99,Lohardaga(12),NOTA,None of the Above,,11384,( -471654)
Indian National Congress - INC,99,99,Peddapalle (2),VAMSI KRISHNA GADDAM,Indian National Congress,won,475587,(+ 131364)
Indian National Congress - INC,99,99,Peddapalle (2),SRINIVAS GOMASE,Bharatiya Janata Party,lost,344223,( -131364)
Indian National Congress - INC,99,99,Peddapalle (2),ESHWAR KOPPULA,Bharat Rashtra Samithi,lost,193356,( -282231)
Indian National Congress - INC,99,99,Peddapalle (2),ERUKULLA RAJA NARSAIAH,Bahujan Samaj Party,lost,6799,( -468788)
Indian National Congress - INC,99,99,Peddapalle (2),VENUGOPAL MOYYI,Bahujan Mukti Party,lost,5223,( -470364)
Indian National Congress - INC,99,99,Peddapalle (2),MOTHE NARESH,Peoples Party of India (Democratic),lost,5007,( -470580)
Indian National Congress - INC,99,99,Peddapalle (2),RAMESH MANDA,Dharma Samaj Party,lost,4334,( -471253)
Indian National Congress - INC,99,99,Peddapalle (2),AMBOJU SUMALATHA,Alliance of Democratic Reforms Party,lost,3783,( -471804)
Indian National Congress - INC,99,99,Peddapalle (2),DURGAM RAMULU,Independent,lost,3434,( -472153)
Indian National Congress - INC,99,99,Peddapalle (2),MULKALLA RAJENDRAPRASAD,Independent,lost,2789,( -472798)
Indian National Congress - INC,99,99,Peddapalle (2),RAMCHANDAR NICHHAKOLA,Dalita Bahujana Party,lost,2629,( -472958)
Indian National Congress - INC,99,99,Peddapalle (2),KANDI CHANDU,Rashtriya Manav Party,lost,2410,( -473177)
Indian National Congress - INC,99,99,Peddapalle (2),RAMULA KARTHIK,Independent,lost,2288,( -473299)
Indian National Congress - INC,99,99,Peddapalle (2),MOLUGU VENKATESH,New India Party,lost,2269,( -473318)
Indian National Congress - INC,99,99,Peddapalle (2),ERUGURALA BHAGYALAXMI,Pyramid Party of India,lost,2125,( -473462)
Indian National Congress - INC,99,99,Peddapalle (2),GADDAM MARUTHI,Independent,lost,2081,( -473506)
Indian National Congress - INC,99,99,Peddapalle (2),NAVEEN NUKALA,Independent,lost,2067,( -473520)
Indian National Congress - INC,99,99,Peddapalle (2),MEKALA AKSHAY KUMAR,Independent,lost,1902,( -473685)
Indian National Congress - INC,99,99,Peddapalle (2),KATKURI SANDEEP,Independent,lost,1872,( -473715)
Indian National Congress - INC,99,99,Peddapalle (2),BOTLA CHANDRAIAH,Independent,lost,1747,( -473840)
Indian National Congress - INC,99,99,Peddapalle (2),ERIKILLA RAJESH,Independent,lost,1734,( -473853)
Indian National Congress - INC,99,99,Peddapalle (2),AKKAPAKA THIRUPATHI,Independent,lost,1669,( -473918)
Indian National Congress - INC,99,99,Peddapalle (2),DURGAM SANTHOSH,Prajarajya Samithi,lost,1614,( -473973)
Indian National Congress - INC,99,99,Peddapalle (2),MAMIDIPALLY BAPAIAH,Independent,lost,1504,( -474083)
Indian National Congress - INC,99,99,Peddapalle (2),DUDA MAHIPAL,Independent,lost,1496,( -474091)
Indian National Congress - INC,99,99,Peddapalle (2),BOODIDHA THIRUPATHI,Independent,lost,1393,( -474194)
Indian National Congress - INC,99,99,Peddapalle (2),DAGAM SRINIVAS,Independent,lost,1388,( -474199)
Indian National Congress - INC,99,99,Peddapalle (2),KADASI SHEKHAR,Independent,lost,1272,( -474315)
Indian National Congress - INC,99,99,Peddapalle (2),DR VASARLA NATHANIAL,Independent,lost,1217,( -474370)
Indian National Congress - INC,99,99,Peddapalle (2),AARNAKONDA RAJU,Independent,lost,1167,( -474420)
Indian National Congress - INC,99,99,Peddapalle (2),NARESH JANAGAMA,Independent,lost,1123,( -474464)
Indian National Congress - INC,99,99,Peddapalle (2),CHILUKA ANAND,Yuva Taram Party,lost,1093,( -474494)
Indian National Congress - INC,99,99,Peddapalle (2),TALLAPALLY NARESH,Independent,lost,968,( -474619)
Indian National Congress - INC,99,99,Peddapalle (2),KURMA MAHENDER,Independent,lost,865,( -474722)
Indian National Congress - INC,99,99,Peddapalle (2),CHANDANAGIRI SHRINIVAS,Independent,lost,766,( -474821)
Indian National Congress - INC,99,99,Peddapalle (2),KASHI SATHISH KUMAR,Anti Corruption Dynamic Party,lost,751,( -474836)
Indian National Congress - INC,99,99,Peddapalle (2),KANAKAIAH MULKALA,Socialist Party (India),lost,720,( -474867)
Indian National Congress - INC,99,99,Peddapalle (2),SRINIVAS PANTHUKALA,Independent,lost,703,( -474884)
Indian National Congress - INC,99,99,Peddapalle (2),KONKATI LINGA MURTHI,Independent,lost,661,( -474926)
Indian National Congress - INC,99,99,Peddapalle (2),JUPAKA KIRAN,Independent,lost,653,( -474934)
Indian National Congress - INC,99,99,Peddapalle (2),RAJKUMAR DURGAM,Independent,lost,479,( -475108)
Indian National Congress - INC,99,99,Peddapalle (2),RAJESHAM RACHARLA,Independent,lost,423,( -475164)
Indian National Congress - INC,99,99,Peddapalle (2),NOTA,None of the Above,,5711,( -469876)
Indian National Congress - INC,99,99,Zahirabad(5),SURESH KUMAR SHETKAR,Indian National Congress,won,528418,(+ 46188)
Indian National Congress - INC,99,99,Zahirabad(5),B. B. PATIL,Bharatiya Janata Party,lost,482230,( -46188)
Indian National Congress - INC,99,99,Zahirabad(5),ANILKUMAR GALI,Bharat Rashtra Samithi,lost,172078,( -356340)
Indian National Congress - INC,99,99,Zahirabad(5),KOTHA BALIJA BASWARAJ,Telangana Praja Shakthi Party,lost,8373,( -520045)
Indian National Congress - INC,99,99,Zahirabad(5),CHAVAGANI MANI,Alliance of Democratic Reforms Party,lost,6309,( -522109)
Indian National Congress - INC,99,99,Zahirabad(5),YAKUB SHARIF MD,Independent,lost,5489,( -522929)
Indian National Congress - INC,99,99,Zahirabad(5),MAHADHEV SWAMI MATAM,Independent,lost,5412,( -523006)
Indian National Congress - INC,99,99,Zahirabad(5),B. MARUTHI RAO,Independent,lost,4252,( -524166)
Indian National Congress - INC,99,99,Zahirabad(5),S. RAJU,Independent,lost,3514,( -524904)
Indian National Congress - INC,99,99,Zahirabad(5),SATYANARAYANA GOUD KOVURI,Independent,lost,2876,( -525542)
Indian National Congress - INC,99,99,Zahirabad(5),RAMESH. SAJJAPUR.,Independent,lost,2479,( -525939)
